Protein1,Protein2,Level
RAB10,TBC1D1,Level_02
RAB10,TBC1D4,Level_02
RAB10,SLC2A4,Level_02
RAB10,GDI1,Level_02
RAB10,MICAL1,Level_02
RAB10,EXOC6,Level_02
FOSL2,FOS,Level_02
FOSL2,MAPK9,Level_02
FOSL2,FOSB,Level_02
FOSL2,MAPK8,Level_02
FOSL2,ATF7,Level_02
FOSL2,FOSL1,Level_02
ITGA9,TNC,Level_02
ITGA9,ITGB1,Level_02
ITGA9,VCAM1,Level_02
ITGA9,TNXB,Level_02
ITGA9,SPP1,Level_02
ITGA9,FN1,Level_02
ITGA9,TNN,Level_02
ADD1,ANK1,Level_02
ADD1,TMOD1,Level_02
ADD1,TMOD2,Level_02
ADD1,TMOD3,Level_02
ADD1,EPB41,Level_02
ADD1,ANK3,Level_02
ADD1,TMOD4,Level_02
ADD1,DMTN,Level_02
ADD1,ADD3,Level_02
ADD1,ADD2,Level_02
ADD1,ANK2,Level_02
KCNN2,CALM3,Level_02
KCNN2,KCNN3,Level_02
KCNN2,KCNN1,Level_02
KCNN2,KCNMB4,Level_02
KCNN2,KCNMA1,Level_02
KCNN2,CALML5,Level_02
KCNN2,KCNMB1,Level_02
KCNN2,CALML3,Level_02
KCNN2,CALML6,Level_02
KCNN2,KCND2,Level_02
KCNN2,CALM2,Level_02
KCNN2,KCNN4,Level_02
KCNN2,KCNU1,Level_02
KCNN2,KCNMB2,Level_02
KCNN2,CALML4,Level_02
KCNN2,KCNMB3,Level_02
KCNN2,CALM1,Level_02
ICAM1,CD80,Level_02
ICAM1,NRAS,Level_02
ICAM1,ITGB1,Level_02
ICAM1,SELE,Level_02
ICAM1,CXCL8,Level_02
ICAM1,CD2,Level_02
ICAM1,KRAS,Level_02
ICAM1,ICAM3,Level_02
ICAM1,ITGAX,Level_02
ICAM1,ICAM2,Level_02
ICAM1,CD58,Level_02
ICAM1,CD40,Level_02
ICAM1,PLCG1,Level_02
ICAM1,CD28,Level_02
ICAM1,SELPLG,Level_02
ICAM1,CD55,Level_02
ICAM1,HRAS,Level_02
ICAM1,SELL,Level_02
ICAM1,MUC1,Level_02
ICAM1,ITGA4,Level_02
ICAM1,MSN,Level_02
ICAM1,CAV1,Level_02
ICAM1,PLCG2,Level_02
ICAM1,TNF,Level_02
ICAM1,CD44,Level_02
ICAM1,EZR,Level_02
ICAM1,CD86,Level_02
ICAM1,CD4,Level_02
ICAM1,SELP,Level_02
ICAM1,SPN,Level_02
ICAM1,IL6,Level_02
ICAM1,ITGA2B,Level_02
ICAM1,AREG,Level_02
ICAM1,CCL2,Level_02
ICAM1,CD99,Level_02
PI4K2B,PIK3R2,Level_02
PI4K2B,PIK3C3,Level_02
PI4K2B,PIP5K1A,Level_02
PI4K2B,PIP5K1C,Level_02
PI4K2B,PIK3C2A,Level_02
PI4K2B,PIK3C2G,Level_02
PI4K2B,PIKFYVE,Level_02
PI4K2B,PIK3C2B,Level_02
PI4K2B,PI4KB,Level_02
PI4K2B,PI4KA,Level_02
PI4K2B,CDIPT,Level_02
PI4K2B,PIP5KL1,Level_02
PI4K2B,PIK3R1,Level_02
PI4K2B,PIK3R3,Level_02
PI4K2B,PIP5K1B,Level_02
PPARGC1A,OGT,Level_02
PPARGC1A,CRTC2,Level_02
PPARGC1A,NRIP1,Level_02
PPARGC1A,MAPK11,Level_02
PPARGC1A,PRKAG3,Level_02
PPARGC1A,UCP1,Level_02
PPARGC1A,TAF4,Level_02
PPARGC1A,PPARD,Level_02
PPARGC1A,PRKAB2,Level_02
PPARGC1A,SOD2,Level_02
PPARGC1A,FOXO3,Level_02
PPARGC1A,LPIN1,Level_02
PPARGC1A,YY1,Level_02
PPARGC1A,TFAM,Level_02
PPARGC1A,GPX7,Level_02
PPARGC1A,GPX3,Level_02
PPARGC1A,PRKAG1,Level_02
PPARGC1A,UCP2,Level_02
PPARGC1A,MAPK13,Level_02
PPARGC1A,UCP3,Level_02
PPARGC1A,ADIPOQ,Level_02
PPARGC1A,CREB3L3,Level_02
PPARGC1A,NR3C1,Level_02
PPARGC1A,MEF2C,Level_02
PPARGC1A,EP300,Level_02
PPARGC1A,NFE2L2,Level_02
PPARGC1A,PRKAA1,Level_02
PPARGC1A,NR5A1,Level_02
PPARGC1A,PRKAB1,Level_02
PPARGC1A,PRDM16,Level_02
PPARGC1A,CEBPB,Level_02
PPARGC1A,ESRRG,Level_02
PPARGC1A,PRKAG2,Level_02
PPARGC1A,CREB1,Level_02
PPARGC1A,HTT,Level_02
PPARGC1A,MAPK14,Level_02
PPARGC1A,GABPB1,Level_02
PPARGC1A,NCOA1,Level_02
PPARGC1A,SIRT3,Level_02
PPARGC1A,HNF4A,Level_02
PPARGC1A,GPX2,Level_02
PPARGC1A,SOD1,Level_02
PPARGC1A,MAPK12,Level_02
PPARGC1A,CREB3,Level_02
PPARGC1A,GPX6,Level_02
PPARGC1A,INS,Level_02
PPARGC1A,NR1H4,Level_02
PPARGC1A,NR5A2,Level_02
PPARGC1A,GPX8,Level_02
PPARGC1A,PRKAA2,Level_02
PPARGC1A,GPX5,Level_02
PPARGC1A,ESR1,Level_02
F13A1,F13B,Level_02
F13A1,F2,Level_02
SCARB2,TLR4,Level_02
SCARB2,FCGR3B,Level_02
SCARB2,LYN,Level_02
SCARB2,GBA,Level_02
SCARB2,THBS2,Level_02
SCARB2,CD47,Level_02
SCARB2,FYN,Level_02
SCARB2,CD63,Level_02
SCARB2,FCGR3A,Level_02
SCARB2,TFRC,Level_02
SCARB2,APOB,Level_02
SCARB2,TLR2,Level_02
SCARB2,CAV1,Level_02
SCARB2,TLR6,Level_02
SCARB2,THBS1,Level_02
SCARB2,TLR1,Level_02
SDHA,CS,Level_02
SDHA,NDUFS7,Level_02
SDHA,OGDH,Level_02
SDHA,SDHAF3,Level_02
SDHA,MT-CO3,Level_02
SDHA,NDUFS2,Level_02
SDHA,GPT,Level_02
SDHA,UQCRFS1,Level_02
SDHA,SUCLG2,Level_02
SDHA,MT-ND1,Level_02
SDHA,NDUFS3,Level_02
SDHA,COX5B,Level_02
SDHA,ATP5F1A,Level_02
SDHA,ACO2,Level_02
SDHA,CYC1,Level_02
SDHA,UQCRC2,Level_02
SDHA,SUCLA2,Level_02
SDHA,MT-CO2,Level_02
SDHA,NDUFA9,Level_02
SDHA,FLAD1,Level_02
SDHA,ACLY,Level_02
SDHA,QPRT,Level_02
SDHA,CYCS,Level_02
SDHA,NDUFB8,Level_02
SDHA,SDHAF1,Level_02
SDHA,UQCRC1,Level_02
SDHA,HTT,Level_02
SDHA,GOT1L1,Level_02
SDHA,MT-ND3,Level_02
SDHA,MT-ND4,Level_02
SDHA,SDHAF4,Level_02
SDHA,MT-CO1,Level_02
SDHA,GOT2,Level_02
SDHA,GOT1,Level_02
SDHA,ATP5F1B,Level_02
SDHA,MT-CYB,Level_02
SDHA,NDUFS1,Level_02
SDHA,NDUFV2,Level_02
GRPEL1,HSPD1,Level_02
GRPEL1,TIMM17A,Level_02
GRPEL1,CLPB,Level_02
GRPEL1,HSPA4,Level_02
GRPEL1,HSPE1,Level_02
GRPEL1,DNAJB1,Level_02
GRPEL1,CLPP,Level_02
GRPEL1,TIMM10,Level_02
GRPEL1,TIMM44,Level_02
EVC,SMO,Level_02
ZAP70,DLG1,Level_02
ZAP70,MAPK12,Level_02
ZAP70,GRB2,Level_02
ZAP70,TRAT1,Level_02
ZAP70,CD3D,Level_02
ZAP70,MAPK14,Level_02
ZAP70,CD4,Level_02
ZAP70,CD3E,Level_02
ZAP70,SYK,Level_02
ZAP70,SHC1,Level_02
ZAP70,SHC3,Level_02
ZAP70,PIK3CA,Level_02
ZAP70,PIK3CD,Level_02
ZAP70,PIK3CB,Level_02
ZAP70,FCER1G,Level_02
ZAP70,VAV2,Level_02
ZAP70,CBLB,Level_02
ZAP70,CD8B,Level_02
ZAP70,CD8A,Level_02
ZAP70,FYN,Level_02
ZAP70,PIK3R2,Level_02
ZAP70,PTPN11,Level_02
ZAP70,MAPK13,Level_02
ZAP70,MAPK11,Level_02
ZAP70,PTPN6,Level_02
ZAP70,GRAP2,Level_02
ZAP70,VAV3,Level_02
ZAP70,PIK3R3,Level_02
ZAP70,PIK3R1,Level_02
ZAP70,CD28,Level_02
ZAP70,CD3G,Level_02
ZAP70,PLCG1,Level_02
ZAP70,UBASH3A,Level_02
PPP2R3A,PPP2R1A,Level_02
PPP2R3A,RYR2,Level_02
PPP2R3A,PPP2R2A,Level_02
PPP2R3A,PPP2R5A,Level_02
PPP2R3A,PPP2R1B,Level_02
PPP2R3A,PPP2CA,Level_02
PPP2R3A,PPP2R2D,Level_02
PPP2R3A,PTPA,Level_02
PPP2R3A,PPP2R5C,Level_02
CEP70,CD19,Level_02
MRPL3,MRPS10,Level_02
MRPL3,MRPL58,Level_02
MRPL3,RPL35A,Level_02
MRPL3,RPL28,Level_02
MRPL3,MRPL52,Level_02
MRPL3,RPL31,Level_02
MRPL3,MRPL23,Level_02
MRPL3,MRPL34,Level_02
MRPL3,MRPS18C,Level_02
MRPL3,RPS11,Level_02
MRPL3,MRPL47,Level_02
MRPL3,MRPS14,Level_02
MRPL3,MRPS7,Level_02
MRPL3,MRPS15,Level_02
MRPL3,RPL21,Level_02
MRPL3,MRPL46,Level_02
MRPL3,MRPL42,Level_02
MRPL3,MRPL43,Level_02
MRPL3,RPL18A,Level_02
MRPL3,RPS26,Level_02
MRPL3,GFM1,Level_02
MRPL3,MTG1,Level_02
MRPL3,RPL38,Level_02
MRPL3,MRPL1,Level_02
MRPL3,DAP3,Level_02
MRPL3,MRPS5,Level_02
MRPL3,RPS9,Level_02
MRPL3,MALSU1,Level_02
MRPL3,MRPS35,Level_02
MRPL3,MRM3,Level_02
MRPL3,PPP1R26,Level_02
MRPL3,MRRF,Level_02
MRPL3,MRPL10,Level_02
MRPL3,MRPL38,Level_02
MRPL3,MRPL24,Level_02
MRPL3,CUL7,Level_02
MRPL3,MRPL30,Level_02
MRPL3,RPS3,Level_02
MRPL3,MRPS2,Level_02
MRPL3,MRPL28,Level_02
MRPL3,RPS3A,Level_02
MRPL3,MRPL16,Level_02
MRPL3,MRPL22,Level_02
MRPL3,MTIF2,Level_02
MRPL3,MRPL41,Level_02
MRPL3,FAU,Level_02
MRPL3,PDCD11,Level_02
MRPL3,MRPL40,Level_02
MRPL3,MRPL15,Level_02
MRPL3,MRPL2,Level_02
MRPL3,MRPS11,Level_02
MRPL3,MRPL32,Level_02
MRPL3,RPL13,Level_02
MRPL3,MRPS27,Level_02
MRPL3,MRPL55,Level_02
MRPL3,RPS21,Level_02
MRPL3,RPL18,Level_02
MRPL3,MRPS30,Level_02
MRPL3,MRPL35,Level_02
MRPL3,TUFM,Level_02
MRPL3,RPL11,Level_02
MRPL3,RPS24,Level_02
MRPL3,MRPS12,Level_02
MRPL3,GADD45GIP1,Level_02
MRPL3,MRPL44,Level_02
MRPL3,MRPL11,Level_02
MRPL3,RPL19,Level_02
MRPL3,RPL5,Level_02
MRPL3,RPS18,Level_02
MRPL3,RPL34,Level_02
MRPL3,MRPL54,Level_02
MRPL3,MRPL37,Level_02
MRPL3,MRPL49,Level_02
MRPL3,RPL15,Level_02
MRPL3,RPL35,Level_02
MRPL3,RPL23,Level_02
MRPL3,RPS19,Level_02
MRPL3,ACSF2,Level_02
MRPL3,MRPS22,Level_02
MRPL3,RPS5,Level_02
MRPL3,GTPBP8,Level_02
MRPL3,MRPL33,Level_02
MRPL3,RPS28,Level_02
MRPL3,MRPS18A,Level_02
MRPL3,RPS7,Level_02
MRPL3,RPLP1,Level_02
MRPL3,MRPL36,Level_02
MRPL3,RPL30,Level_02
MRPL3,RPS17,Level_02
MRPL3,MRPL18,Level_02
MRPL3,UBA52,Level_02
MRPL3,RPS6,Level_02
MRPL3,HIBCH,Level_02
MRPL3,RPS8,Level_02
MRPL3,RPS15,Level_02
MRPL3,MRPL50,Level_02
MRPL3,CCDC105,Level_02
MRPL3,RPL37A,Level_02
MRPL3,MRPS6,Level_02
MRPL3,RPL24,Level_02
MRPL3,MRPS25,Level_02
MRPL3,MRPL39,Level_02
MRPL3,RPL23A,Level_02
MRPL3,RPS25,Level_02
MRPL3,MRPL12,Level_02
MRPL3,GTPBP6,Level_02
MRPL3,NDUFAB1,Level_02
MGLL,MOGAT3,Level_02
MGLL,NDUFA12,Level_02
MGLL,GK2,Level_02
MGLL,NDUFA5,Level_02
MGLL,MOGAT2,Level_02
MGLL,NDUFA6,Level_02
MGLL,NDUFS6,Level_02
MGLL,LIPF,Level_02
MGLL,FAAH,Level_02
MGLL,CNR1,Level_02
MGLL,NDUFS1,Level_02
MGLL,NDUFV2,Level_02
MGLL,NAPEPLD,Level_02
MGLL,LIPE,Level_02
MGLL,CEL,Level_02
MGLL,LIPC,Level_02
MGLL,LIPG,Level_02
MGLL,NDUFA13,Level_02
MGLL,NCEH1,Level_02
MGLL,NDUFA8,Level_02
MGLL,NDUFS2,Level_02
MGLL,NDUFA2,Level_02
MGLL,LPL,Level_02
MGLL,PNPLA3,Level_02
MGLL,MOGAT1,Level_02
MGLL,PNLIP,Level_02
MGLL,NDUFS8,Level_02
MGLL,GK,Level_02
MGLL,NDUFS4,Level_02
MGLL,PNPLA2,Level_02
MGLL,MT-ND1,Level_02
MGLL,NDUFS3,Level_02
MGLL,NDUFV1,Level_02
MGLL,NDUFB9,Level_02
MGLL,AGK,Level_02
NPR3,GUCA2B,Level_02
NPR3,GUCA2A,Level_02
VCAN,BCAN,Level_02
VCAN,BGN,Level_02
VCAN,TLR2,Level_02
VCAN,PTPRZ1,Level_02
VCAN,CD44,Level_02
VCAN,SELL,Level_02
VCAN,NCAN,Level_02
VCAN,ACAN,Level_02
VCAN,DCN,Level_02
FBXW11,GLI2,Level_02
FBXW11,FBXO4,Level_02
FBXW11,NFKBIA,Level_02
FBXW11,YAP1,Level_02
FBXW11,BTRC,Level_02
FBXW11,MDM2,Level_02
FBXW11,CTNNB1,Level_02
FBXW11,SKP2,Level_02
FBXW11,WWTR1,Level_02
FBXW11,GLI1,Level_02
FBXW11,NFKBIB,Level_02
FBXW11,CUL7,Level_02
FBXW11,GSK3B,Level_02
FBXW11,FBXW7,Level_02
FBXW11,FBXO5,Level_02
FBXW11,PER1,Level_02
FBXW11,PER2,Level_02
FBXW11,RBX1,Level_02
FBXW11,PER3,Level_02
FBXW11,FBXO2,Level_02
FBXW11,GLI3,Level_02
DNAH5,DNALI1,Level_02
DNAH5,DNAL1,Level_02
DNAH5,RSPH4A,Level_02
DNAH5,DNAAF2,Level_02
DNAH5,CCDC114,Level_02
DNAH5,DNAI2,Level_02
DNAH5,DNAAF1,Level_02
DNAH5,NME8,Level_02
DNAH5,DNAH12,Level_02
DNAH5,RSPH9,Level_02
DNAH5,DNAI1,Level_02
SLC1A3,SLC1A2,Level_02
AMBP,ITIH3,Level_02
AMBP,ORM1,Level_02
AMBP,F2,Level_02
AMBP,HPX,Level_02
AMBP,GC,Level_02
AMBP,B2M,Level_02
AMBP,ALB,Level_02
AMBP,SERPINC1,Level_02
AMBP,FGB,Level_02
AMBP,APOH,Level_02
AMBP,ITIH2,Level_02
AMBP,ITIH1,Level_02
AMBP,AHSG,Level_02
AMBP,FGA,Level_02
ENPEP,CCR5,Level_02
ENPEP,AGT,Level_02
ENPEP,CD4,Level_02
CASP6,LMNB1,Level_02
CASP6,LMNB2,Level_02
CASP6,CASP9,Level_02
CASP6,LMNA,Level_02
CASP6,CASP1,Level_02
CASP6,ACTB,Level_02
CASP6,CASP3,Level_02
CASP6,CASP8,Level_02
LEF1,NLK,Level_02
LEF1,CTNND2,Level_02
LEF1,RUNX1,Level_02
LEF1,EP300,Level_02
LEF1,AXIN1,Level_02
LEF1,SMAD2,Level_02
LEF1,HDAC1,Level_02
LEF1,SMAD3,Level_02
LEF1,FHL2,Level_02
LEF1,CCND1,Level_02
LEF1,JUP,Level_02
LEF1,CTBP2,Level_02
LEF1,PYGO2,Level_02
LEF1,RUVBL1,Level_02
LEF1,TLE1,Level_02
LEF1,CTBP1,Level_02
LEF1,CREBBP,Level_02
LEF1,SOX17,Level_02
LEF1,AXIN2,Level_02
EGF,FGF2,Level_02
EGF,FGF7,Level_02
EGF,PDGFD,Level_02
EGF,NTRK1,Level_02
EGF,TGFA,Level_02
EGF,KIT,Level_02
EGF,DCN,Level_02
EGF,FGFR2,Level_02
EGF,PDGFRA,Level_02
EGF,PDGFB,Level_02
EGF,CSF1,Level_02
EGF,FGF5,Level_02
EGF,NRG1,Level_02
EGF,HBEGF,Level_02
EGF,AKT1,Level_02
EGF,INSR,Level_02
EGF,CCL11,Level_02
EGF,FGF8,Level_02
EGF,PDGFA,Level_02
EGF,FGF9,Level_02
EGF,CSF3,Level_02
EGF,FGF22,Level_02
EGF,FGF13,Level_02
EGF,FGF17,Level_02
EGF,CX3CL1,Level_02
EGF,FGF18,Level_02
EGF,PDGFRB,Level_02
EGF,FN1,Level_02
EGF,FGF3,Level_02
EGF,PDGFC,Level_02
EGF,KDR,Level_02
EGF,FGF6,Level_02
EGF,FGF20,Level_02
EGF,AREG,Level_02
EGF,EREG,Level_02
EGF,SRC,Level_02
EGF,FGFR1,Level_02
EGF,CD44,Level_02
EGF,P4HB,Level_02
EGF,SHC1,Level_02
EGF,MET,Level_02
EGF,BTC,Level_02
EGF,FGF10,Level_02
EGF,FGF16,Level_02
EGF,IGF1R,Level_02
EGF,IGF1,Level_02
EGF,FGF4,Level_02
EGF,EPGN,Level_02
EGF,GRB2,Level_02
EGF,INS,Level_02
PAPSS1,EEF1A2,Level_02
PAPSS1,BPNT1,Level_02
PAPSS1,SUOX,Level_02
PAPSS1,SLC26A2,Level_02
PAPSS1,EEF1A1,Level_02
PAPSS1,PAPSS2,Level_02
PAPSS1,IMPAD1,Level_02
PAPSS1,FLAD1,Level_02
SIL1,HSPA5,Level_02
SIL1,DNAJB9,Level_02
SIL1,FAU,Level_02
SIL1,HYOU1,Level_02
IQCG,CALM3,Level_02
GPAM,GPD1L,Level_02
GPAM,GK,Level_02
GPAM,GPAT2,Level_02
GPAM,AGPAT2,Level_02
GPAM,GPAT4,Level_02
GPAM,GPD2,Level_02
GPAM,GPAT3,Level_02
GPAM,AGPAT1,Level_02
GPAM,ADPRM,Level_02
GPAM,GPD1,Level_02
GPAM,GK2,Level_02
UBE2B,UBE2V1,Level_02
UBE2B,UBA7,Level_02
UBE2B,RNF40,Level_02
UBE2B,UBA1,Level_02
UBE2B,RNF20,Level_02
UBE2B,UBR1,Level_02
UBE2B,UBE2A,Level_02
UBE2B,UBE2N,Level_02
UBE2B,UBR2,Level_02
UBE2B,UBE2V2,Level_02
UBE2B,RPS27A,Level_02
MED20,MED15,Level_02
MED20,MED24,Level_02
MED20,MED13L,Level_02
MED20,CDK19,Level_02
MED20,POLR2C,Level_02
MED20,MED13,Level_02
MED20,POLR2A,Level_02
MED20,POLR2J,Level_02
MED20,MED23,Level_02
MED20,MED4,Level_02
MED20,MED9,Level_02
MED20,MED25,Level_02
MED20,CDK8,Level_02
MED20,MED31,Level_02
MED20,ZC3H13,Level_02
MED20,MED16,Level_02
MED20,MED26,Level_02
MED20,CCNC,Level_02
MED20,GTF2B,Level_02
MED20,TBP,Level_02
SRF,GATA4,Level_02
SRF,NKX2-5,Level_02
SRF,NFATC3,Level_02
SRF,FOS,Level_02
SRF,NFATC2,Level_02
SRF,SRFBP1,Level_02
SRF,NFATC1,Level_02
SRF,ETS1,Level_02
SRF,FOXG1,Level_02
SRF,NFATC4,Level_02
SRF,MRTFB,Level_02
SRF,ELK1,Level_02
SRF,ELK4,Level_02
SEMA3A,NRP2,Level_02
SEMA3A,PLXND1,Level_02
NRP1,VEGFB,Level_02
NRP1,SEMA3D,Level_02
NRP1,FGF2,Level_02
NRP1,ROBO1,Level_02
NRP1,FLT1,Level_02
NRP1,PLXND1,Level_02
NRP1,HGF,Level_02
NRP1,SEMA4A,Level_02
NRP1,PLXNB1,Level_02
NRP1,TGFB1,Level_02
NRP1,PGF,Level_02
NRP1,SEMA3G,Level_02
NRP1,CHL1,Level_02
NRP1,NRP2,Level_02
NRP1,SEMA3E,Level_02
NRP1,SEMA6A,Level_02
NRP1,GIPC1,Level_02
NRP1,SEMA3C,Level_02
CREM,CREB5,Level_02
CREM,ATF4,Level_02
CREM,CREB3L4,Level_02
CREM,CREB3L2,Level_02
CREM,BCL2,Level_02
CREM,CREB3,Level_02
CREM,FHL5,Level_02
CREM,CREB1,Level_02
CREM,ATF2,Level_02
APBA1,LIN7C,Level_02
APBA1,APP,Level_02
APBA1,LIN7B,Level_02
APBA1,STXBP1,Level_02
APBA1,KIF17,Level_02
APBA1,LIN7A,Level_02
PIP5K1B,PIK3CD,Level_02
PIP5K1B,PIK3CA,Level_02
PIP5K1B,PIK3CG,Level_02
PIP5K1B,PIK3C2A,Level_02
PIP5K1B,SYNJ1,Level_02
PIP5K1B,PI4KA,Level_02
PIP5K1B,PIP4K2B,Level_02
PIP5K1B,PIP5KL1,Level_02
PIP5K1B,PIK3CB,Level_02
PIP5K1B,PI4KB,Level_02
PIP5K1B,PIP5K1C,Level_02
PIP5K1B,ARF6,Level_02
PIP5K1B,PIK3C2G,Level_02
PIP5K1B,RHOA,Level_02
PIP5K1B,PTEN,Level_02
PIP5K1B,PIP5K1A,Level_02
PIP5K1B,PIP4K2A,Level_02
PIP5K1B,PIP4P1,Level_02
PIP5K1B,OCRL,Level_02
PIP5K1B,PI4K2B,Level_02
PIP5K1B,GSN,Level_02
PIP5K1B,PIK3R3,Level_02
PIP5K1B,PIK3R1,Level_02
PIP5K1B,INPP5E,Level_02
PIP5K1B,PI4K2A,Level_02
PIP5K1B,SYNJ2,Level_02
UGT2B10,CYP1B1,Level_02
UGT2B10,CYP2A6,Level_02
UGT2B10,AKR1C1,Level_02
UGT2B10,CYP2D6,Level_02
UGT2B10,CYP1A1,Level_02
UGT2B10,AOX1,Level_02
UGT2B10,CYP19A1,Level_02
UGT2B10,CYP3A4,Level_02
UGT2B10,CBR1,Level_02
UGT2B10,CYP2A13,Level_02
UGT2B10,UGDH,Level_02
UGT2B10,SULT1E1,Level_02
UGT2B10,AKR1C2,Level_02
UGT2B10,AKR1C3,Level_02
UGT2B10,GUSB,Level_02
UGT2B10,AKR1C4,Level_02
UGT2B10,SLC35A2,Level_02
UGT2B10,CYP2E1,Level_02
UGT2B10,CYP3A5,Level_02
CALB1,PVALB,Level_02
CALB1,S100G,Level_02
WNT2,NOTUM,Level_02
WNT2,GPC3,Level_02
WNT2,FZD1,Level_02
WNT2,WIF1,Level_02
WNT2,LRP5,Level_02
WNT2,FZD9,Level_02
WNT2,SFRP1,Level_02
WNT2,FZD5,Level_02
WNT2,FZD3,Level_02
WNT2,PORCN,Level_02
WNT2,LRP6,Level_02
WNT2,FZD8,Level_02
WNT2,FZD2,Level_02
WNT2,FZD7,Level_02
WNT2,FZD4,Level_02
NRXN2,CASK,Level_02
NRXN2,CBLN1,Level_02
NRXN2,NRXN1,Level_02
NRXN2,LRRTM2,Level_02
NRXN2,DAG1,Level_02
NRXN2,DLG4,Level_02
PRDX5,PRDX1,Level_02
PRDX5,TXN2,Level_02
PRDX5,PRDX3,Level_02
PRDX5,PRDX2,Level_02
PRDX5,TXN,Level_02
USP4,TRIM21,Level_02
USP4,TRAF6,Level_02
USP4,RBBP8,Level_02
USP4,USP15,Level_02
USP4,SART3,Level_02
USP4,TGFBR1,Level_02
PRKAR2A,AKAP4,Level_02
PRKAR2A,AKAP1,Level_02
PRKAR2A,PRKACG,Level_02
PRKAR2A,AKAP7,Level_02
PRKAR2A,PRKAR1A,Level_02
PRKAR2A,PRKAR2B,Level_02
PRKAR2A,PRKAR1B,Level_02
PRKAR2A,AKAP10,Level_02
PRKAR2A,AKAP14,Level_02
PRKAR2A,RUNX1T1,Level_02
PRKAR2A,PRKACB,Level_02
PRKAR2A,LIPE,Level_02
PON3,PON1,Level_02
CPT1A,SLC25A20,Level_02
CPT1A,ACSL6,Level_02
CPT1A,ACSL5,Level_02
CPT1A,PPARA,Level_02
CPT1A,ACSL3,Level_02
CPT1A,ACSL1,Level_02
CPT1A,ACACB,Level_02
CPT1A,ACSL4,Level_02
CPT1A,CPT2,Level_02
GAL,GALP,Level_02
GAL,SST,Level_02
GAL,TAC1,Level_02
GAL,VIP,Level_02
GAL,NPY,Level_02
TCIRG1,ATP12A,Level_02
TCIRG1,ATP6V1D,Level_02
TCIRG1,ATP6V0A2,Level_02
TCIRG1,OSTM1,Level_02
TCIRG1,ATP6V1C1,Level_02
TCIRG1,ATP6V1G2,Level_02
TCIRG1,ATP6V0B,Level_02
TCIRG1,ATP6V1G1,Level_02
TCIRG1,ATP6V0C,Level_02
TCIRG1,ATP6V0D1,Level_02
TCIRG1,CLCN7,Level_02
TCIRG1,ATP6V1H,Level_02
TCIRG1,ATP6V1C2,Level_02
TCIRG1,ATP6V1B2,Level_02
TCIRG1,ATP6V1G3,Level_02
TCIRG1,ATP4A,Level_02
TCIRG1,ATP6V1A,Level_02
TCIRG1,ATP6V1E2,Level_02
TCIRG1,ATP6V1E1,Level_02
TCIRG1,ATP6AP1,Level_02
TCIRG1,ATP6V0A1,Level_02
TCIRG1,ATP6V0A4,Level_02
TCIRG1,ATP6AP2,Level_02
TCIRG1,ATP6V1B1,Level_02
TCIRG1,ATP6V1F,Level_02
CHKA,CHAT,Level_02
CHKA,PCYT2,Level_02
CHKA,PCYT1A,Level_02
CHKA,AXIN1,Level_02
CHKA,GSK3B,Level_02
CHKA,GPCPD1,Level_02
CHKA,PCYT1B,Level_02
ANK1,EPB42,Level_02
ANK1,SPTA1,Level_02
ANK1,ITPR2,Level_02
ANK1,L1CAM,Level_02
ANK1,SPTBN5,Level_02
ANK1,GYPA,Level_02
ANK1,NFASC,Level_02
ANK1,CHL1,Level_02
ANK1,SPTBN4,Level_02
ANK1,EPB41,Level_02
ANK1,SPTBN1,Level_02
ANK1,ITPR3,Level_02
ANK1,ADD1,Level_02
ANK1,TIAM1,Level_02
ANK1,GYPB,Level_02
ANK1,RHAG,Level_02
ANK1,CD44,Level_02
ANK1,ADD2,Level_02
ANK1,NRCAM,Level_02
ANK1,ADD3,Level_02
ANK1,TTN,Level_02
ANK1,RHCE,Level_02
ANK1,OBSCN,Level_02
ANK1,ITPR1,Level_02
PRKAR2B,PRKAR2A,Level_02
PRKAR2B,LIPE,Level_02
PRKAR2B,PRKX,Level_02
PRKAR2B,AKAP5,Level_02
PRKAR2B,PRKAR1B,Level_02
PRKAR2B,AKAP1,Level_02
PRKAR2B,PRKAR1A,Level_02
PRKAR2B,AKAP7,Level_02
SRI,TRDN,Level_02
SRI,PSEN2,Level_02
SRI,ANXA7,Level_02
SRI,RYR2,Level_02
CDK6,CCNB1,Level_02
CDK6,PCNA,Level_02
CDK6,CDC25A,Level_02
CDK6,CDC37,Level_02
CDK6,RUNX1,Level_02
CDK6,CCNA1,Level_02
CDK6,CCNE2,Level_02
CDK6,CDK2,Level_02
CDK6,RB1,Level_02
CDK6,CDKN1C,Level_02
CDK6,E2F1,Level_02
CDK6,RBL1,Level_02
CDK6,RBL2,Level_02
ANLN,ECT2,Level_02
ANLN,TPX2,Level_02
ANLN,KIF23,Level_02
ANLN,DIAPH3,Level_02
ANLN,KIF20A,Level_02
ANLN,RACGAP1,Level_02
ANLN,KIF11,Level_02
ANLN,BUB1,Level_02
ANLN,CEP55,Level_02
EIF4H,EIF4B,Level_02
EIF4H,EIF4G2,Level_02
EIF4H,EIF4G1,Level_02
EIF4H,EIF4A2,Level_02
EIF4H,EIF4E,Level_02
GET4,GET1,Level_02
GET4,RNF126,Level_02
SQLE,DHCR7,Level_02
SQLE,HMGCR,Level_02
